point,Year,Month,observed,simulated,model
9,2012,5,5.654710074,5.1683016,XGBoost
2,2019,4,21.81838127,18.143291,XGBoost
0,2019,3,13.16736556,13.967744,XGBoost
7,2019,10,3.099965587,4.4624376,XGBoost
4,2014,4,4.297692827,6.067221,XGBoost
3,2018,2,2.291174492,3.878723,XGBoost
6,2019,2,27.07093515,25.654257,XGBoost
4,2013,4,4.280438492,4.088184,XGBoost
2,2016,12,6.939217466,8.011094,XGBoost
9,2015,10,3.580061972,4.743633,XGBoost
7,2018,10,8.359141989,8.240694,XGBoost
2,2017,12,0.399636535,1.3217043,XGBoost
5,2018,10,16.42467201,9.861122,XGBoost
3,2017,11,1.898530626,2.9004493,XGBoost
9,2011,5,22.76611819,15.792412,XGBoost
9,2016,2,14.13958863,12.442627,XGBoost
4,2018,4,4.312692098,5.1226516,XGBoost
0,2019,2,33.38872766,32.16094,XGBoost
1,2018,10,5.483880108,6.1976604,XGBoost
9,2014,12,5.660187314,7.8677044,XGBoost
9,2012,6,3.003905531,4.097215,XGBoost
7,2018,4,11.33125405,16.803745,XGBoost
6,2019,5,31.80515037,27.086945,XGBoost
7,2019,12,19.90500868,18.107088,XGBoost
2,2019,3,9.796348087,12.819575,XGBoost
4,2018,5,4.234862606,4.698672,XGBoost
0,2016,10,8.936654568,7.879135,XGBoost
2,2017,1,22.52026988,22.347368,XGBoost
5,2017,11,20.11259489,17.931707,XGBoost
4,2019,12,4.210894541,3.2930589,XGBoost
9,2011,10,2.815849998,4.3643346,XGBoost
2,2017,9,3.163764948,3.8343644,XGBoost
5,2018,5,5.997186408,10.140812,XGBoost
3,2018,10,1.654591795,3.561155,XGBoost
6,2019,1,10.72167751,10.823504,XGBoost
6,2019,11,1.73158028,3.1070855,XGBoost
2,2018,10,4.785497627,6.5471144,XGBoost
4,2017,5,3.646871045,4.0003695,XGBoost
9,2012,3,20.49871571,21.942652,XGBoost
9,2012,12,6.189997767,7.6512527,XGBoost
9,2016,3,30.29992254,30.17439,XGBoost
9,2015,6,2.993042835,4.789501,XGBoost
3,2019,3,24.17831357,23.117476,XGBoost
9,2015,5,3.158080504,4.3622494,XGBoost
1,2019,9,4.392512268,4.336857,XGBoost
9,2010,2,25.35982305,24.073772,XGBoost
8,2017,12,0.573315257,1.6389216,XGBoost
9,2012,2,19.93780669,18.090973,XGBoost
9,2014,11,21.7346092,18.094088,XGBoost
7,2017,3,23.12237426,24.516909,XGBoost
0,2016,12,7.952245853,8.140746,XGBoost
4,2018,3,8.222585618,10.610063,XGBoost
5,2019,10,3.009202133,4.6858935,XGBoost
9,2013,3,8.295660054,8.863273,XGBoost
4,2015,11,2.349283581,1.9207901,XGBoost
4,2016,3,14.14796359,12.631987,XGBoost
9,2014,9,7.560305695,8.685464,XGBoost
5,2018,4,25.78419954,27.045486,XGBoost
9,2013,5,8.231487228,7.454207,XGBoost
1,2017,11,6.565297143,5.9598074,XGBoost
9,2011,2,21.85212517,19.963928,XGBoost
0,2017,5,16.74672866,15.375616,XGBoost
0,2017,10,3.92764713,3.1917658,XGBoost
4,2014,1,1.350812486,1.0818448,XGBoost
3,2020,4,11.46218612,13.845592,XGBoost
1,2018,11,8.418840492,9.320045,XGBoost
1,2017,3,17.00566978,17.08905,XGBoost
9,2013,6,11.37042125,8.764363,XGBoost
9,2012,1,11.21531196,11.603193,XGBoost
6,2018,12,6.730787384,7.9903226,XGBoost
5,2018,1,13.12864585,12.728299,XGBoost
9,2015,1,11.79381079,12.373157,XGBoost
7,2019,3,32.40258604,31.19983,XGBoost
9,2016,11,16.71486408,14.694235,XGBoost
7,2017,12,16.55112317,10.345742,XGBoost
4,2015,2,3.489009626,5.9994884,XGBoost
9,2013,4,13.75221182,12.947287,XGBoost
3,2017,8,5.373447316,5.1572814,XGBoost
4,2018,2,1.994999386,2.076911,XGBoost
9,2011,12,11.59651672,8.526625,XGBoost
7,2018,2,9.218989577,10.245853,XGBoost
6,2018,10,1.414425093,4.116015,XGBoost
9,2010,11,15.01841214,14.45267,XGBoost
9,2009,10,9.522431076,9.681954,XGBoost
9,2016,4,10.01170127,12.65917,XGBoost
5,2018,3,55.95462359,46.26767,XGBoost
6,2020,5,8.113904755,6.177195,XGBoost
5,2017,3,33.21987992,31.988405,XGBoost
4,2020,1,2.518471169,3.6125774,XGBoost
9,2011,1,10.53014893,10.851295,XGBoost
9,2009,6,5.417222821,7.070886,XGBoost
4,2015,10,1.592861098,0.6870131,XGBoost
4,2015,12,6.679375435,5.7471743,XGBoost
2,2016,11,5.966413644,5.8496523,XGBoost
4,2014,10,0.768043714,1.2849841,XGBoost
9,2014,2,16.08534286,17.652538,XGBoost
9,2010,10,7.246847269,10.577232,XGBoost
8,2017,11,4.235207746,4.395566,XGBoost
4,2020,12,1.062534016,1.6410894,XGBoost
4,2013,6,2.859771397,3.0398128,XGBoost
3,2020,11,2.697623188,4.5312667,XGBoost
6,2018,1,7.078320287,8.640192,XGBoost
2,2019,2,29.52620352,29.034554,XGBoost
2,2019,1,11.06682136,9.393636,XGBoost
3,2020,12,5.125539483,5.023709,XGBoost
0,2019,4,20.95981566,17.23494,XGBoost
5,2017,10,5.991059778,7.7046795,XGBoost
4,2016,11,1.054710671,1.1432432,XGBoost
6,2018,3,28.92864225,29.600069,XGBoost
9,2009,8,6.89515517,6.7503624,XGBoost
4,2013,11,0.643760028,2.6018934,XGBoost
5,2017,1,18.34944128,18.223015,XGBoost
9,2009,5,6.472561342,9.083441,XGBoost
4,2019,4,4.939601342,4.744335,XGBoost
9,2012,9,9.829398956,6.763286,XGBoost
6,2020,4,8.070299848,10.976599,XGBoost
1,2017,9,10.11482402,7.7644024,XGBoost
0,2018,1,8.390190468,8.505283,XGBoost
3,2020,3,19.15736299,16.998665,XGBoost
1,2019,1,1.282058107,4.8743873,XGBoost
6,2020,3,17.21032921,19.417372,XGBoost
3,2018,5,2.690658272,4.0443444,XGBoost
5,2017,2,20.04127656,22.467646,XGBoost
9,2015,12,12.23107378,10.847039,XGBoost
5,2018,11,9.311518604,12.216362,XGBoost
4,2015,3,3.183373017,3.1953342,XGBoost
4,2020,6,1.612809636,1.9961809,XGBoost
2,2017,4,13.72131194,13.349337,XGBoost
5,2019,1,24.95420422,20.748241,XGBoost
0,2018,11,5.923436408,6.6766324,XGBoost
9,2010,4,16.90699824,20.31624,XGBoost
2,2017,2,2.58968786,7.6075997,XGBoost
0,2018,3,44.83177431,41.45361,XGBoost
9,2017,3,14.13806472,17.917944,XGBoost
3,2018,9,3.700958981,4.123307,XGBoost
3,2019,1,6.806638277,6.907149,XGBoost
9,2016,1,8.649094367,8.670544,XGBoost
1,2017,4,23.01616592,20.11458,XGBoost
0,2017,1,27.05581825,26.257626,XGBoost
0,2019,5,3.815908361,7.608067,XGBoost
4,2019,9,2.396050783,3.0839865,XGBoost
4,2017,4,14.06096151,12.296987,XGBoost
5,2017,7,5.73535214,5.556638,XGBoost
6,2019,4,13.45922564,12.080283,XGBoost
7,2017,1,15.41037358,18.733664,XGBoost
5,2017,12,12.04178737,10.11873,XGBoost
1,2019,5,49.05105595,46.218517,XGBoost
7,2019,2,27.73311196,28.938074,XGBoost
7,2019,4,13.98024882,14.065987,XGBoost
1,2019,2,38.42358928,35.75083,XGBoost
7,2018,11,7.6025644,9.002608,XGBoost
3,2018,3,16.21403981,17.57176,XGBoost
5,2019,11,26.89724951,16.19063,XGBoost
9,2015,9,6.61753809,6.421103,XGBoost
7,2017,4,31.61098847,26.711555,XGBoost
4,2015,5,4.285434513,4.021964,XGBoost
0,2017,12,0.546181582,1.3054384,XGBoost
4,2020,3,6.507192328,5.95754,XGBoost
7,2019,1,28.00418053,22.712797,XGBoost
3,2019,2,17.75361921,17.27587,XGBoost
8,2018,1,3.036029783,3.1647425,XGBoost
4,2017,12,1.265862588,0.8878102,XGBoost
4,2019,3,8.911605507,9.583521,XGBoost
9,2011,6,8.601766894,9.880018,XGBoost
5,2019,5,33.54498705,31.778374,XGBoost
9,2014,1,3.826331704,5.885615,XGBoost
0,2017,2,17.70296987,16.824308,XGBoost
4,2017,11,2.240949109,3.2546663,XGBoost
1,2019,4,21.69245449,18.949852,XGBoost
9,2009,4,8.29068947,11.576839,XGBoost
6,2019,9,1.828964745,3.0722356,XGBoost
4,2018,1,3.815883693,4.55426,XGBoost
4,2019,5,10.49457265,9.943582,XGBoost
3,2017,5,4.409070621,4.711779,XGBoost
4,2016,1,12.80936478,10.481574,XGBoost
9,2013,12,7.64620794,9.034983,XGBoost
9,2017,1,7.227270556,8.582017,XGBoost
7,2016,12,5.848278069,9.26443,XGBoost
3,2017,10,0.981763519,2.5276887,XGBoost
9,2016,10,11.44761013,13.447741,XGBoost
8,2018,3,32.58603513,29.866917,XGBoost
3,2020,10,2.822406604,2.3199873,XGBoost
9,2015,2,27.83080087,20.682001,XGBoost
3,2020,9,3.920682208,3.9017951,XGBoost
0,2018,12,9.64312643,7.1339097,XGBoost
9,2012,10,13.61446888,10.983279,XGBoost
9,2013,9,10.13412501,10.183179,XGBoost
1,2017,10,2.74337293,3.5967748,XGBoost
4,2018,10,1.50759297,0.38214123,XGBoost
3,2020,1,3.218538485,5.4021325,XGBoost
5,2016,12,5.484272443,9.066669,XGBoost
9,2013,1,7.309064098,9.372673,XGBoost
4,2019,1,4.525495613,5.5549345,XGBoost
8,2017,10,2.93672387,2.0744007,XGBoost
0,2018,2,2.498632739,4.1126385,XGBoost
3,2018,1,5.656245483,6.9403434,XGBoost
9,2015,11,16.64762587,16.04167,XGBoost
5,2019,2,24.92049038,27.500454,XGBoost
5,2018,12,13.86023451,12.459219,XGBoost
6,2019,3,23.64348657,24.877775,XGBoost
1,2018,1,5.653355531,8.752188,XGBoost
2,2018,4,9.618171061,8.823567,XGBoost
4,2016,5,2.869377965,2.9564245,XGBoost
2,2017,5,16.61527819,14.428016,XGBoost
7,2019,9,10.38984487,9.264485,XGBoost
0,2018,10,4.346560852,5.923028,XGBoost
1,2018,12,6.878712176,7.178349,XGBoost
9,2009,11,14.38211176,9.239469,XGBoost
3,2017,9,8.65570481,7.0155396,XGBoost
0,2017,9,3.331262836,3.8180985,XGBoost
7,2017,5,6.615374114,7.6836543,XGBoost
5,2016,10,19.45612758,21.481392,XGBoost
4,2016,10,5.859264947,6.57396,XGBoost
9,2016,9,6.126430906,6.3874054,XGBoost
0,2018,4,8.692970257,9.135707,XGBoost
4,2017,1,12.50871221,11.496323,XGBoost
9,2010,12,14.14622876,13.698658,XGBoost
