date,rh,sw_in,sw_out,H,Rn,theta_1,ws,t_avg,G,LE,wd,t_min,t_max,Rn_subday_gaps,H_subday_gaps,LE_subday_gaps,G_subday_gaps,rso,flux,energy,ebc_cf,ebr_5day_clim,flux_corr,LE_corr,ebr_corr,ebr,H_corr,ET,ET_corr,gridMET_ETr,gridMET_ETo,gridMET_prcp,EToF,EToF_filtered,ET_fill,ET_gap,ET_fill_val
2008-01-11,,,,,,,,,,,,,,48.0,48.0,48.0,48.0,149.9699590868502,,,,,,,,,,,,1.9,1.2,0.0,,,,False,
2008-01-12,,,,,,,,,,,,,,48.0,48.0,48.0,48.0,150.86831288494503,,,,,,,,,,,,2.2,1.4,0.7,,,,False,
2008-01-13,,,,,,,,,,,,,,48.0,48.0,48.0,48.0,151.8049148192047,,,,,,,,,,,,1.8000001,1.2,0.0,,,,False,
2008-01-14,,,,,,,,,,,,,,48.0,48.0,48.0,48.0,152.7794877023699,,,,,,,,,,,,2.3,1.5,0.0,,,,False,
2008-01-15,,,,,,,,,,,,,,48.0,48.0,48.0,48.0,153.79173956205068,,,,,,,,,,,,2.7,1.7,0.0,,,,False,
2008-01-16,,,,,,,,,,,,,,48.0,48.0,48.0,48.0,154.84136344002806,,,0.6149717888267857,1.626090851919814,,,1.626090851919814,,,,,1.7,1.2,0.0,,,,False,
2008-01-17,,,,,,,,,,,,,,48.0,48.0,48.0,48.0,155.92803720095947,,,0.6149717888267857,1.626090851919814,,,1.626090851919814,,,,,1.4,1.0,0.0,,,,False,
2008-01-18,,,,,,,,,,,,,,48.0,48.0,48.0,48.0,157.05142335199548,,,0.6149717888267857,1.626090851919814,,,1.626090851919814,,,,,1.8000001,1.2,0.0,,,,False,
2008-01-19,,,,,,,,,,,,,,48.0,48.0,48.0,48.0,158.21116887477376,,,0.6149717888267857,1.626090851919814,,,1.626090851919814,,,,,1.9,1.3000001,0.0,,,,False,
2008-01-20,,,,,,,,,,,,,,48.0,48.0,48.0,48.0,159.4069050712176,,,0.6149717888267858,1.6260908519198138,,,1.6260908519198138,,,,,2.0,1.3000001,0.0,,,,False,
2008-01-21,,,,,,,,,,,,,,48.0,48.0,48.0,48.0,160.63824742451314,,,0.6149717888267857,1.626090851919814,,,1.626090851919814,,,,,1.2,0.90000004,0.0,,,,False,
2008-01-22,,,,,,,,,,,,,,48.0,48.0,48.0,48.0,161.9047954765873,,,0.6183660004788347,1.6171652374575012,,,1.6171652374575012,,,,,1.5,1.0,0.3,,,,False,
2008-01-23,,,,,,,,,,,,,,48.0,48.0,48.0,48.0,163.20613272334688,,,0.6183660004788347,1.6171652374575012,,,1.6171652374575012,,,,,1.7,1.2,18.800001,,,,False,
2008-01-24,,,,,,,,,,,,,,48.0,48.0,48.0,48.0,164.54182652887403,,,0.6183660004788347,1.6171652374575012,,,1.6171652374575012,,,,,1.5,1.0,14.0,,,,False,
2008-01-25,,,,,,,,,,,,,,48.0,48.0,48.0,48.0,165.91142805970472,,,0.6073229607693252,1.6465703828046478,,,1.6465703828046478,,,,,2.6000001,1.7,3.4,,,,False,
2008-01-26,,,,,,,,,,,,,,48.0,48.0,48.0,48.0,167.3144722402429,,,0.5990028813276237,1.6694410514079843,,,1.6694410514079843,,,,,3.2,2.1000001,2.3,,,,False,
